0	-0.752759	2.704286	1.391964	1
1	0.591951	-2.063888	-2.064033	1
2	-2.651498	2.197057	0.606690	1
3	1.248435	-2.876493	2.819459	1
4	1.994656	-1.725965	-1.909050	1
5	-1.899573	-1.174547	0.148539	1
6	-0.408330	-1.252625	0.671117	1
7	-2.163037	-1.247132	-0.801829	1
8	-0.263580	1.711056	-1.801957	1
9	0.085407	0.554487	-2.721298	1
10	0.645269	-1.976855	-2.609690	1
11	2.693313	2.793792	1.850384	1
12	-1.172317	-2.413967	1.105398	1
13	-0.359085	-2.267771	-0.028939	1
14	-2.793669	2.455922	-1.447320	1
15	0.975134	-1.129734	0.120408	1
16	0.280262	-1.890873	2.817508	1
17	1.650797	2.636994	2.368964	1
18	0.587400	2.531245	-2.469045	1
19	-1.824103	-2.728636	-1.048018	1
20	-0.667936	-1.371906	1.972425	1
21	-0.859480	-1.314393	0.256176	1
22	-2.154455	1.813182	-2.552696	1
23	2.921322	1.633469	-1.807706	1
24	-2.966867	1.892769	1.241144	1
25	1.374043	1.627622	-2.555732	1
26	-0.849206	-2.304786	2.178621	1
27	0.739789	-1.014612	-2.618650	1
28	-1.134106	-1.048900	1.377637	1
29	0.825345	2.323276	-0.166710	1
30	-2.282435	1.279469	1.564710	1
31	0.367663	1.625803	-0.037226	1
32	0.136397	-0.434754	-2.847485	1
33	-2.352651	-2.811425	0.818462	1
34	-1.113864	0.051424	2.445399	1
35	-1.504247	-0.537702	1.533307	1
36	-1.627211	-2.538121	-1.261491	1
37	-2.032672	2.578186	1.848722	1
38	0.800423	2.228764	1.822032	1
39	-1.880580	2.355354	0.236053	1
40	1.844641	2.376548	-1.091979	1
41	-2.339688	-1.632389	-0.437353	1
42	1.908089	2.164383	-2.958287	1
43	0.064484	-0.495534	-1.667353	1
44	-2.280808	-0.974309	2.657458	1
45	-1.060782	0.112744	1.218114	1
46	-0.818222	2.830692	2.774684	1
47	-1.489306	-0.016509	-1.194730	1
48	-1.290957	-2.778678	0.657386	1
49	0.016074	-2.691127	-1.328121	1
